ID;Code;Digit;Special;Animal;Color;Serie;Used_Upgrade;Deliverable;Shop;Extra
118545;3jf3yz;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118363;4c4dWa;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119421;h43hW;5;common;llama;blue;CS2;False;True;Presale Redemption;[];
118170;6xTVNy;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118376;25Hrcf;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119161;3E1JXi;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118252;3ZH8vX;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119795;4urVKQ;6;common;llama;green;CS2;False;True;Presale Redemption;[];
117828;5GcJgK;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119765;4Z6fN4;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119638;3GyHEd;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118848;QkBRq;5;only_alpha_mixed;llama;green;CS2;False;True;Presale Redemption;[];
117868;29jpJw;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118377;3JTG9E;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119658;7AKQ5P;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118172;12Nif;5;common;llama;black;CS2;False;True;Presale Redemption;[];
118282;7LhJe5;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119999;12PGA;5;common;llama;green;CS2;False;True;Presale Redemption;[];
118641;6oZZq2;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118564;2TXfu5;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
117559;6uVWdk;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119895;3gh5pa;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119196;5gL7bR;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118356;4Gnnqy;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118752;663uyH;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119098;4KkmdT;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119840;7AKQ8X;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117630;4dYcaH;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118138;3E1JE5;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119560;3zUw6w;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118643;6rXYPk;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118287;6kbbAE;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118850;3m93Mb;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117733;5YvAkU;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118918;3TMBzd;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
119520;SEAum;5;only_alpha_mixed;llama;yellow;CS2;False;True;Presale Redemption;[];
119782;5UM3T;5;common;llama;blue;CS2;False;True;Presale Redemption;[];
118796;7X5DmM;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118175;h43L2;5;common;llama;blue;CS2;False;True;Presale Redemption;[];
118895;12Nw8;5;common;llama;green;CS2;False;True;Presale Redemption;[];
119934;6dBfEu;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118836;CtHAs;5;only_alpha_mixed;llama;yellow;CS2;False;True;Presale Redemption;[];
118135;7X5DZx;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118217;VC95z;5;common;llama;blue;CS2;False;True;Presale Redemption;[];
118969;5kn5NY;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119851;3B3LAv;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119823;3QPDhY;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118768;5AgMq9;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119744;3E1Jhm;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119972;6BysTh;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119961;357P5S;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119563;57iPWA;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
117829;5er7uW;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119726;75sSFX;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
119149;4W8gck;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
118357;3ZH8xL;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119935;4tNW5U;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119565;2WVem2;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118671;6VmiTQ;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117879;635w9Y;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117799;2awc5c;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118499;4dYcqG;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119345;4nSYmv;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117599;2noWGv;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119473;QkBcc;5;only_alpha_mixed;llama;black;CS2;False;True;Presale Redemption;[];
117650;7HjKtV;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118535;yMuY2;5;common;llama;black;CS2;False;True;Presale Redemption;[];
119753;6GRqEx;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117627;2qmUr6;6;common;llama;green;CS2;False;True;Presale Redemption;[];
117655;59CNDc;6;common;llama;green;CS2;False;True;Presale Redemption;[];
117864;3E1J9M;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118985;6EwqjN;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119916;2gsZqV;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118431;e64qk;5;common;llama;black;CS2;False;True;Presale Redemption;[];
119847;3s4znA;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118442;72uTJh;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119664;61bxPy;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117598;6dBeYd;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117872;357NTR;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117543;5tC1Mg;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118889;2cRbgk;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118816;4tNVkB;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118243;e64nW;5;common;llama;black;CS2;False;True;Presale Redemption;[];
118323;5kn5BQ;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119768;3B3L9V;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118415;7SdFok;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118065;2zfQfi;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119457;k22Gp;5;common;llama;green;CS2;False;True;Presale Redemption;[];
118328;2awcEj;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119854;7EmMyo;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117881;6Byrqe;6;common;llama;green;CS2;False;True;Presale Redemption;[];
117845;2jqXnU;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119157;6aDgSp;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119205;59CNgL;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118164;5XSBbZ;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118304;3cF7W7;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118593;5ri2PS;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119913;5qE3Vr;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117545;Wg8Ak;5;common;llama;green;CS2;False;True;Presale Redemption;[];
118180;49NrPD;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119920;4FJp2b;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
117709;4Uegua;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119474;75sSBB;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118668;6oZZqV;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118800;2tjTm1;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
117737;385Lyn;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119146;5ug17f;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118035;4W8gHY;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118686;4nSYaZ;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119113;2cRbkc;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118616;4rtWQP;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117768;2tjTTD;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119878;3WKAqs;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118517;3RsCbN;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119409;4tNVvQ;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119452;6EwqsR;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
117519;nyzG6;5;common;llama;green;CS2;False;True;Presale Redemption;[];
118506;e64s3;5;common;llama;black;CS2;False;True;Presale Redemption;[];
119101;3ZH9BA;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118886;2qmVDo;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119867;2Ffn2n;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119434;4ovY5o;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119613;5RWEuA;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
119727;3iB542;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
117649;7DHN3S;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
119385;5M4GzC;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118531;2cRbaa;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118538;5nG4XT;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119311;6RKkoQ;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118640;6t1Xg3;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119862;4c4dxR;6;common;llama;green;CS2;False;True;Presale Redemption;[];
117676;2FfmP1;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118988;nyzhR;5;only_alpha_mixed;llama;green;CS2;False;True;Presale Redemption;[];
118520;4Rgias;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119507;5VxCiN;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117862;6uVWiy;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
118577;7AKPkk;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118599;4c4dae;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118047;k21rW;5;common;llama;yellow;CS2;False;True;Presale Redemption;[];
119979;6q3ZWS;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118022;3am88u;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117911;5J6Hz6;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119816;4TAiFZ;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118965;75sS2Q;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118919;5xdycS;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119062;2P5iCd;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119292;3RsCpj;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119308;6AVsyu;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119329;7DHNYQ;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118174;4urUqT;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119180;41xvGj;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119877;3GyHJk;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118553;6Sojrg;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118813;36bN1z;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119216;7BoPE7;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118399;2BDokS;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
118080;3fD5zw;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118052;7U7Eyq;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119398;7R9GpM;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118085;72uTCY;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118527;4jUZy8;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119568;7AKQ3q;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118784;3B3KrX;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119884;2tjU5h;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117615;tuwR8;5;common;llama;blue;CS2;False;True;Presale Redemption;[];
119553;h43jn;5;common;llama;green;CS2;False;True;Presale Redemption;[];
119754;57iPZT;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118247;6t1XZG;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118586;5jJ5yb;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119998;ENGoF;5;only_alpha_mixed;llama;black;CS2;False;True;Presale Redemption;[];
119123;4Xcfte;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118410;4qQX4V;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118726;329Q9T;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
117981;vPvon;5;only_alpha_mixed;llama;yellow;CS2;False;True;Presale Redemption;[];
118279;4Nijx2;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119432;7EmMrX;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119921;6AVtAU;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118636;5hp6i7;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119833;2P5iRv;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119892;3E1JkK;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118432;57iPAf;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118808;3cF7eo;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118736;7HjLDD;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
119508;3fD6RZ;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119239;5SzE54;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118198;2Xyddo;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119012;7GFM1d;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119447;4QCjaW;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118424;2cRbYj;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117583;25HrNz;6;common;llama;green;CS2;False;True;Presale Redemption;[];
117537;4ArqUU;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118349;5CALzG;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119827;9vJuG;5;common;llama;black;CS2;False;True;Presale Redemption;[];
118339;4wLUAe;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118061;2FfmVe;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119154;49Nrg1;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119873;5ok4Cp;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
118838;2EBnSh;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118933;53GRUG;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
117667;4kxYze;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119750;39ZLrq;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118944;78qQaj;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119246;cc5oT;5;common;llama;black;CS2;False;True;Presale Redemption;[];
119869;4Rgiz8;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117912;5GcJhm;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117610;zqtYR;5;only_alpha_mixed;llama;black;CS2;False;True;Presale Redemption;[];
119685;23osit;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119250;2vDTB7;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119277;5kn5Tr;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118532;47tsCw;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118367;4FJoZp;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118277;VC972;5;common;llama;black;CS2;False;True;Presale Redemption;[];
118289;6VmiLp;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119612;3WKAmH;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117659;61bwoQ;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118037;2zfQfE;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119975;2tjU7G;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119812;2zfRBq;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118104;pTyiX;5;only_alpha_mixed;llama;green;CS2;False;True;Presale Redemption;[];
118876;2yBRdM;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118696;2WNA3;5;common;llama;black;CS2;False;True;Presale Redemption;[];
118997;5er8Fe;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117821;72uT7z;6;common;llama;green;CS2;False;True;Presale Redemption;[];
117882;3wWx3K;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118286;5er83P;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118865;6Bys8c;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119589;2Ffmwz;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
117870;3QPD7s;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118329;5J6J7J;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
118232;5ufzqu;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119909;4gWbpG;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118205;6UHj32;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119933;385Mde;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119440;49Nrkw;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119536;b86c7;5;common;llama;blue;CS2;False;True;Presale Redemption;[];
119588;28FqYF;6;common;llama;green;CS2;False;True;Presale Redemption;[];
119814;5RWExd;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119436;4nSYoV;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118055;3E1JCe;6;common;llama;yellow;CS2;False;True;Presale Redemption;[];
119204;4DppXu;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118966;6xTVch;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118760;5VxCVV;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118395;Ti9ri;5;common;llama;black;CS2;False;True;Presale Redemption;[];
119121;6NMnBS;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118841;691tZW;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117680;64ZvNT;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119730;3KwFpu;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117796;3am851;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119479;2P5iKp;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118297;3wWxAU;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
117925;6xTVJk;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118610;5aQAHw;6;common;llama;green;CS2;False;True;Presale Redemption;[];
117682;5AgMWR;6;common;llama;black;CS2;False;True;Presale Redemption;[];
118922;4TAhz9;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119259;7PfHVc;6;common;llama;black;CS2;False;True;Presale Redemption;[];
119799;5J6JYe;6;common;llama;green;CS2;False;True;Presale Redemption;[];
118312;5w9z9d;6;common;llama;green;CS2;False;True;Presale Redemption;[];
117887;5xdyJe;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
119039;6Lsnsg;6;common;llama;blue;CS2;False;True;Presale Redemption;[];
118748;2XydoH;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117522;5hp6Nu;6;common;llama;black;CS2;False;True;Presale Redemption;[];
117647;6xKgz;5;common;llama;black;CS2;False;True;Presale Redemption;[];
116640;7LhJ9m;6;common;llama;black;CS2;False;True;OnChain Shop;[];
116388;3KwEqH;6;common;llama;green;CS2;False;True;OnChain Shop;[];
117379;6GRpY2;6;common;llama;black;CS2;False;True;OnChain Shop;[];
117342;3iB4Lu;6;common;llama;black;CS2;False;True;OnChain Shop;[];
116164;6ywU4j;6;common;llama;green;CS2;False;True;OnChain Shop;[];
116047;4jUZEN;6;common;llama;blue;CS2;False;True;OnChain Shop;[];
116269;5KaGn8;6;common;llama;green;CS2;False;True;OnChain Shop;[];
117371;5M4GPU;6;common;llama;green;CS2;False;True;OnChain Shop;[];
115970;3WK9gV;6;common;llama;green;CS2;False;True;OnChain Shop;[];
116052;6HuoRV;6;common;llama;black;CS2;False;True;OnChain Shop;[];
achievement;total-1;confirmed;False;;;;;;;;
achievement;total-5;confirmed;False;;;;;;;;
achievement;color-black-5;confirmed;False;;;;;;;;
achievement;total-10;confirmed;False;;;;;;;;
achievement;color-blue-5;confirmed;False;;;;;;;;
achievement;color-black-10;confirmed;False;;;;;;;;
achievement;color-blue-10;confirmed;False;;;;;;;;
achievement;color-green-5;confirmed;False;;;;;;;;
achievement;color-green-10;confirmed;False;;;;;;;;
achievement;color-yellow-5;confirmed;False;;;;;;;;
achievement;allcolors-llama-1;confirmed;False;;;;;;;;
achievement;color-yellow-10;confirmed;False;;;;;;;;
achievement;color-red-5;confirmed;False;;;;;;;;
achievement;color-blue-50;confirmed;False;;;;;;;;
